Website,Link,Tên xe,Giá,Ngày đăng,Tên người bán,Địa chỉ,Năm sản xuất,Tình trạng,Số Km đã đi,Kiểu dáng,Màu ngoại thất,Số chỗ ngồi,Mô tả,vehicle_type
bonbanh.com,https://bonbanh.com/xe-vinfast-minio-green-at-2025-6701887,VinFast Minio Green AT 2025,269 Triệu,22/06/2026,Vinfast D1 Đồng Văn Cống,"139 Đồng Văn Cống, Cát Lái, Thủ Đức TP HCM",2025,Xe mới,0 Km,Hatchback,Đen,4 chỗ,"Vinfast Minio green 2025 | Động cơ: Motor điện công suất tối đa 20 kW (26,8 mã lực), mô-men xoắn 65 Nm. | Tốc độ tối đa: 80 - 85 km/h. | Pin: Lithium-ion 15,2 kWh (hoặc 18,5 kWh tùy phiên bản). | Quãng đường: Khoảng 170 km - 210 km/lần sạc đầy. | Sạc: Hỗ trợ sạc chậm AC và sạc nhanh DC (tối đa 12 kW). | Chế độ lái: Eco/Normal. | -... | Liên hệ ngay để biết thêm thông tin chương trình ưu đãi mới nhất tháng!",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf7-eco-2026-6713847,VinFast VF7 Eco 2026,750 Triệu,22/06/2026,Vinfast Đông Sài Gòn,"391 Võ Nguyên Giáp, Phường An Phú, Tp.Thủ Đức TP HCM",2026,Xe mới,0 Km,SUV,Xám,5 chỗ,"VinFast VF 7 là mảnh ghép cuối cùng trong chuỗi sản phẩm ô tô điện mà VinFast đã khoe với thế giới tại các sự kiện trưng bày quốc tế. VinFast VF 7 được thiết kế theo ngôn ngữ “Vũ trụ phi đối xứng” (Asymmetric Aerospace) do Torino Design (Italy) chắp bút, hiện thân cho sự tự do, công nghệ, thời thượng và cá tính. Với thiết kế phóng khoáng, công nghệ đỉnh cao, khả năng vận hành vượt trội, VF 7 được định vị là mẫu xe dẫn lối đam mê, đưa người dùng tiến vào kỷ nguyên di chuyển điện hóa. | Liên hệ ngay để biết thêm thông tin xe cũng như chương trình ưu đãi tháng này!",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6853636,VinFast VF MPV 7 AT 2026,695 Triệu,22/06/2026,KCS 86 Auto,"Đường Khai Sơn, Phường Thượng Thanh Hà Nội",2026,Xe đã dùng,"18,000 Km",Van/Minivan,Trắng,7 chỗ,"MPV7 2026 chạy 1,8v zin, xe lên 60tr tiền đồ gồm cam 360, màn hình, màn hình taplo, cam hành trình, dán fim, thảm sàn, loa sub | Xe còn bảo hiểm thân vỏ 2 năm",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf3-plus-2025-6823208,VinFast VF3 Plus 2025,355 Triệu,22/06/2026,H2T AUTO,"70 đường 15, KĐT Vạn Phúc, Hiệp Bình TP HCM",2025,Xe đã dùng,"19,000 Km",Hatchback,Trắng,4 chỗ,"H2T Auto mới về: | - Vinfast VF3 2025 bản mua pin, sạc không giới hạn | - Độ thêm 230 triệu tiền đồ | - Odo: 19.000 km | - Xe sẵn giao toàn quốc 1-3 ngày | - Thủ tục sang tên, pháp lý rõ ràng | - ﻿﻿Cam kết không đâm đụng, không ngập nước, bao check hãng toàn quốc | Quý khách quan tâm xin vui lòng liên hệ để biết thêm thông tin xe.",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6704094,VinFast VF3 Plus 2026,287 Triệu,22/06/2026,Vinfast Times City,"Tầng B1, TTTM Vincom Times City - 458 Minh Khai, Vĩnh Tuy, Hai Bà Trưng Hà Nội",2026,Xe mới,0 Km,Hatchback,Xanh,4 chỗ,"VINFAST – ƯU ĐÃI LỚN CHƯA TỪNG CÓ | - Giảm giá trực tiếp lên đến 6% | - Khách hàng Công an – Quân đội giảm thêm 5% | - Hỗ trợ thu xe xăng đổi xe điện – thêm ưu đãi 3% | - Tổng ưu đãi có thể lên tới 18% + quà tặng tiền mặt | - Sạc miễn phí 3 năm – không giới hạn → di chuyển gần như 0 đồng | - Hỗ trợ trả góp đến 90% giá xe | -Lái thử miễn phí tận nhà | - Hỗ trợ toàn bộ thủ tục đăng ký – đăng kiểm | - Giao xe tận nhà nhanh chóng | Liên hệ ngay để nhận báo giá tốt nhất hôm nay | VinFast Times City – Hoàng Anh | VinFast VF 3 2026 được trang bị động cơ điện công suất tối đa 32 kW, mô-men xoắn cực đại 110 Nm, cho phép tăng tốc 0-50 km/h chỉ trong 5,3 giây. Xe có pin dung lượng 18,64 kWh với tầm hoạt động tối đa 210 km và khả năng sạc nhanh lên đến 70% chỉ trong 36 phút. Nội thất bao gồm màn hình thông tin giải trí 10 inch, tích hợp Android Auto và Apple CarPlay,... | Quý khách vui lòng liên hệ Vinfast - Times City để được tư vấn và nhận giá ưu đãi tốt nhất tháng!",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf7-plus-2026-6860549,VinFast VF7 Plus 2026,789 Triệu,22/06/2026,Mr Thịnh,Hà Nội Hà Nội,2026,Xe mới,0 Km,SUV,Đen,5 chỗ,"VinFast VF 7 - giao NGAY - BÁN TOÀN QUỐC | + Tặng sạc miễn phí lên đến 3 năm | + Miễn 100% lệ phí trước bạ | + Cam Kết Hỗ Trợ Dịch Vụ Chất Lượng Sau Bán Hàng | —- | + Giảm 6% Giá Bán | + Giảm Thêm 5% Tri Ân Công an & Bộ đội | + Quà Tặng của đại lý | + Chương Trình “ Mua Xe 0 Đồng “ Dành Riêng Cho VF7 | + Giảm Thêm 2% Cho Chương Trình Mùa Hè Rực Rỡ | —————————— | - Hỗ trợ Bank lên đến 80%- 85% - 90% giá trị xe! Chỉ cần 10% Tổng giá trị xe !!!! | - Hỗ trợ giao xe tận nhà! | - Hỗ trợ đăng ký, đăng kiểm! | - Hỗ trợ khách hàng không có hộ khẩu Hà Nội nhưng đăng kí xe được biển Hà Nội! | + Cam kết giá xe tốt nhất và khuyến mại nhiều nhất thị trường.",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6839248,VinFast VF3 Plus 2026,250 Triệu,22/06/2026,Vinfast Tràng An Lê Văn Lương,"Số 68 Lê Văn Lương, Nhân Chính, Thanh Xuân Hà Nội",2026,Xe mới,0 Km,Hatchback,Đen,4 chỗ,"Siêu hot VF3 | . Thời gian sạc pin lên tới 70% trong chỉ 30 phút | . Nội thất rộng rãi cho 4 người, màn hình cảm ứng 10 inch | . Khoảng sáng gầm tới 191 mm, xe nhỏ gọn thuận lợi di chuyển trong đô thị | . Đa dạng lựa chọn 9 màu ngoại thất, phù hợp cá tính từng chủ nhân | Liên hệ ngay nhận ngay ưu đãi!",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf8-plus-2026-6836516,VinFast VF8 Plus 2026,768 Triệu,22/06/2026,Vinfast An Khánh,"Km 8+400 Đại lộ Thăng Long, Xã Sơn Đồng Hà Nội",2026,Xe mới,0 Km,SUV,Đen,5 chỗ,"VINFAST VF 8 THẾ HỆ MỚI 2026 – SUV ĐIỆN CỠ D ĐỘT PHÁ VỀ CÔNG NGHỆ | VinFast VF 8 thế hệ mới được phát triển theo triết lý thiết kế ""Dòng chảy công nghệ "" (Tech Fluid), mang đến diện mạo hiện đại, sang trọng và đậm chất tương lai. Không chỉ thay đổi về thiết kế, VF 8 còn được nâng cấp toàn diện về công nghệ, vận hành và trải nghiệm người dùng. | ✓ Thiết kế SUV cỡ D hiện đại, mạnh mẽ | ✓ Kích thước lớn, trục cơ sở 2.840 mm cho không gian rộng rãi vượt trội | ✓ Mâm hợp kim 19 inch thể thao | ✓ Màn hình giải trí trung tâm 12,9 inch sắc nét | ✓ Điều hòa tự động 2 vùng tích hợp lọc không khí và ion hóa | ✓ Ghế lái chỉnh điện nhớ vị trí, hàng ghế sau gập 60:40 linh hoạt | ✓ Trợ lý ảo tiếng Việt đa vùng miền | ✓ Hệ thống âm thanh 8 loa cao cấp | Động cơ điện công suất 228 mã lực | Mô-men xoắn cực đại 330 Nm | Quãng đường di chuyển lên đến 500 km sau mỗi lần sạc đầy | Sạc nhanh từ 10% lên 70% chỉ trong chưa đầy 30 phút | 3 chế độ lái: Eco – Normal – Sport | ️ Trang bị gói an toàn ADAS hiện đại: | ✓ Kiểm soát hành trình thích ứng | ✓ Hỗ trợ giữ làn đường | ✓ Cảnh báo điểm mù | ✓ Hỗ trợ lái trên cao tốc | ✓ Camera 360 độ | Hỗ trợ trả góp hấp dẫn | Miễn phí sạc pin toàn quốc đến năm 2029 | Chính sách bảo hành xe 7 năm hoặc 160.000 km, pin 8 năm hoặc 160.000 km | Liên hệ ngay để nhận báo giá, ưu đãi mới nhất và đăng ký trải nghiệm VinFast VF 8 thế hệ mới 2026",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6565826,VinFast VF8 Plus AWD 2023,639 Triệu,22/06/2026,GF Hoàng Quốc Việt,"14 Hoàng Quốc Việt, Cầu Giấy Hà Nội",2023,Xe đã dùng,"460,000 Km",SUV,Trắng,5 chỗ,"F8 PLUS ĐỜI 2023 – TRẮNG . (xe thật ,ảnh thật, giá chuẩn ) | đang bầy SHOWROOM, NỘI THẤT NÂU SANG TRỌNG – XE ĐẸP CHUẨN HÀNG TRƯNG BẦY! | Có ngay một siêu phẩm dành cho khách hàng yêu sự đẳng cấp: | F8 Plus 2023 – màu trắng ngọc trai – nội thất nâu cực đẹp – xe trưng bày showroom, gần như chưa lăn bánh! | Điểm nổi bật khó tìm: | ✔ Ngoại thất trắng tinh khôi – nổi bật mọi góc nhìn | ✔ Nội thất màu nâu thời thượng – sang như xe châu Âu | ✔ Chất lượng mới xuất sắc – trưng bày showroom, bảo quản cực kỹ | ✔ Hệ thống giải trí siêu to – full options cao cấp | ✔ Xe sạch như hộp quà mới bóc | Da nâu chuẩn luxury | Full LED hiện đại | Ghế chỉnh điện, không vết nhăn | Âm thanh cực hay | Camera, an toàn đầy đủ | Giá đẹp – ưu tiên khách thiện chí – xe cực hiếm! | --- | Chỉ cần xem xe là mê – cảm giác mới 99% | Không tìm được chiếc thứ 2 cùng option – cùng nội thất – cùng chất xe | Gọi ngay: em Dương | Xem xe tại: Showroom – sẵn xe – cọc giữ ngay! | Chậm tay là mất – hàng trưng bày showroom rất ít!",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf-mpv-7-at-2026-6839229,VinFast VF MPV 7 AT 2026,670 Triệu,22/06/2026,Vinfast Kim Giang,"256 Kim Giang , Phường Định Công Hà Nội",2026,Xe mới,0 Km,Van/Minivan,Trắng,7 chỗ,"VinFast VF MPV 7 – mẫu MPV thuần điện 7 chỗ hoàn toàn mới của VinFast, thiết kế hiện đại, không gian rộng rãi, chi phí vận hành cực thấp, phù hợp gia đình hoặc chạy dịch vụ cao cấp. | Thông số nổi bật: | Động cơ điện công suất 150 kW, mô-men xoắn 280 Nm | Pin dung lượng 60,13 kWh | Quãng đường di chuyển khoảng 450 km/lần sạc | Dẫn động cầu trước FWD | Kích thước & thiết kế: | Dài x rộng x cao: 4740 x 1872 x 1734 mm | Chiều dài cơ sở 2840 mm – khoang cabin cực rộng | Mâm hợp kim 19 inch thể thao | Đèn LED nhận diện chữ V đặc trưng VinFast | Tiện nghi nổi bật: | Màn hình trung tâm 10,1 inch | Điều hòa tự động, lọc bụi mịn PM2.5 | Ghế da, không gian 7 chỗ rộng rãi | Hỗ trợ Apple CarPlay / Android Auto | Điều khiển và theo dõi xe qua ứng dụng điện thoại | An toàn & công nghệ: | Cruise Control | Camera hỗ trợ lùi | Khung gầm cứng vững, nhiều tính năng an toàn chủ động",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf3-plus-2026-6689596,VinFast VF3 Plus 2026,260 Triệu,22/06/2026,Vinfast Minh Đạo - Nguyễn Trãi,"C12 - Thanh Xuân Bắc, P.thanh Xuân Hà Nội",2026,Xe mới,0 Km,Hatchback,Xám,4 chỗ,"Siêu hot VF3 | . Thời gian sạc pin lên tới 70% trong chỉ 30 phút | . Nội thất rộng rãi cho 4 người, màn hình cảm ứng 10 inch | . Khoảng sáng gầm tới 191 mm, xe nhỏ gọn thuận lợi di chuyển trong đô thị | . Đa dạng lựa chọn 9 màu ngoại thất, phù hợp cá tính từng chủ nhân | Liên hệ ngay nhận ngay ưu đãi!",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf8-eco-2026-6860543,VinFast VF8 Eco 2026,768 Triệu,22/06/2026,Thịnh Phát,"Km2+500, Đ. Phan Trọng Tuệ, Thanh Liệt, Thanh Trì, Hà Nội Hà Nội",2026,Xe mới,0 Km,SUV,Đỏ,5 chỗ,"Vinfast VF8 - giao NGAY - BÁN TOÀN QUỐC | + Tặng sạc miễn phí lên đến 3 năm | + Miễn 100% lệ phí trước bạ | + Cam Kết Hỗ Trợ Dịch Vụ Chất Lượng Sau Bán Hàng | —- | + Giảm 51 Triệu Cho KH Tiên Phong | + Giảm 10% Giá Bán | + Giảm Thêm 5% Tri Ân Công an & Bộ đội | + Quà Tặng của đại lý | + Chương trình giảm thêm 2% | —————————— | - Hỗ trợ Bank lên đến 80%- 85% - 90% giá trị xe! Chỉ cần 10% Tổng giá trị xe !!!! | - Hỗ trợ giao xe tận nhà! | - Hỗ trợ đăng ký, đăng kiểm! | - Hỗ trợ khách hàng không có hộ khẩu Hà Nội nhưng đăng kí xe được biển Hà Nội! | + Cam kết giá xe tốt nhất và khuyến mại nhiều nhất thị trường.",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6544071,VinFast Limo Green AT 2026,619 Triệu,22/06/2026,Vinfast Times City,"Tầng B1, TTTM Vincom Times City - 458 Minh Khai, Vĩnh Tuy, Hai Bà Trưng Hà Nội",2026,Xe mới,0 Km,SUV,Bạc,7 chỗ,VINFAST – ƯU ĐÃI LỚN CHƯA TỪNG CÓ | - Giảm giá trực tiếp lên đến 6% | - Khách hàng Công an – Quân đội giảm thêm 5% | - Hỗ trợ thu xe xăng đổi xe điện – thêm ưu đãi 3% | - Tổng ưu đãi có thể lên tới 18% + quà tặng tiền mặt | - Sạc miễn phí 3 năm – không giới hạn → di chuyển gần như 0 đồng | - Hỗ trợ trả góp đến 90% giá xe | -Lái thử miễn phí tận nhà | - Hỗ trợ toàn bộ thủ tục đăng ký – đăng kiểm | - Giao xe tận nhà nhanh chóng | Liên hệ ngay để nhận báo giá tốt nhất hôm nay | VinFast Times City – Hoàng Anh,oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf5-plus-2026-4999861,VinFast VF5 Plus 2026,434 Triệu,22/06/2026,VinFast Ba Tháng Hai,"Tầng 1 TTTM Vincom Ba Tháng Hai, 3C Đường 3 Tháng 2, Phường 11, Quận 10 TP HCM",2026,Xe mới,0 Km,SUV,Trắng,5 chỗ,"VinFast VF5 2026 – xe điện đô thị cực hot trả trước chỉ 55 triệu nhận xe. Không cần chứng minh thu nhập | • Xe điện 5 chỗ nhỏ gọn, thiết kế trẻ trung | • Phù hợp di chuyển trong phố, tiết kiệm chi phí vận hành | • Nội thất hiện đại, tiện nghi đầy đủ | • Vận hành êm ái, tăng tốc mượt | Thông tin nổi bật: | • Động cơ điện khoảng 100 kW | • Pin khoảng 37 kWh | • Quãng đường di chuyển khoảng 300+ km mỗi lần sạc | Xe mới, thủ tục nhanh gọn, hỗ trợ trả góp ngân hàng. | Anh chị quan tâm liên hệ để được tư vấn chi tiết và nhận xe sớm",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf5-plus-2026-6736354,VinFast VF5 Plus 2026,447 Triệu,22/06/2026,Vinfast Bát Tràng,"268 Đường Giáp Hải, Xã Bát Tràng, Tp Hà Nội Hà Nội",2026,Xe mới,0 Km,SUV,Xám,5 chỗ,"Vinfast VF5 Cập Nhật Chính Sách Mới: | - Giảm 6% MLVTLX | - Giảm 3% Xăng sang Điện | - Giảm 5% khách hàng CAQĐ | - Quà tặng phụ kiện: 6 triệu | + Dán phim cách nhiệt | + Trải sàn xe | + Camera hành trình | - Ưu đãi 1.5% khách hàng hạng Vinclud | Sở hữu ngoại hình nhỏ gọn với kích thước 3.965 x 1.720 x 1.580 mm, trọng lượng không tải 1.360 kg.Pin VF 5 Plus có dung lượng khả dụng 37.23 , cho phép xe di chuyển được khoảng hơn 300 km sau 1 lần sạc đầy – theo tiêu chuẩn NEDC. Được trang bị động cơ điện công suất tối đa 100kW tương đương 134 Hp, mô men xoắn cực đại 135Nm, VF 5 Plus có khả năng tăng tốc từ 0 – 100km/h trong vòng 12s. | (Giá trên và chính sách hãng Vinfast có thể thay đổi theo từng thời điểm, xin vui lòng liên hệ để nhận báo giá tốt nhất tại thời điểm hiện tại.) | Liên hệ ngay nhận ngay ưu đãi!",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6803382,VinFast Limo Green AT 2026,625 Triệu,22/06/2026,VinFast Phạm Văn Đồng,166 Phạm Văn Đồng - Xuân Đỉnh - Bắc Từ Liêm Hà Nội,2026,Xe mới,0 Km,SUV,Trắng,7 chỗ,"Limo Green - Nhận xe Chỉ với 100 TRIỆU | Sẵn xe GIAO NGAY Đa dạng lựa chọn 6 màu ngoại thất | --- | *** Hỗ trợ trả góp 90% giá trị xe | ---- | =>> FREE sạc tới 2029 , THUẾ trước bạ 0 đồng | . Thời gian sạc pin lên tới 90% trong chỉ 30 phút | - Chính sách hỗ trợ ưu đãi tối đa | - Quà tặng đầy đủ | - Lái thử miễn phí tại Nhà | - Giao xe tận nhà | Gọi Hotline để biết chi tiết ạ",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf3-plus-2024-6860527,VinFast VF3 Plus 2024,205 Triệu,22/06/2026,Thế Giới Xe Hơi,"Số 323 Phạm Văn Đồng, Phường Xuân Đỉnh Hà Nội",2024,Xe đã dùng,"15,000 Km",Hatchback,Xám,4 chỗ,"Hàng về Vinfat VF3 Bản Plus, Sx 2024, màu xám xi măng, 1 chủ Hà nội. | ✓Odo: Xe đi 1.5 Vạn | ✓ Xe đã lắp Phụ kiện: Gương điện, hud kính, áp suất lốp, dán kính 3M và trải sàn nhựa. | ✓Xe Thuê Phin, Miễn phí sạc Không giới hạn đến tháng 7/2027 và Từ tháng 9/2029 Sạc miễn phí 10 lần/ tháng. | ✓ Khuyến mại Bộ sạc rời tại nhà giá 8tr",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-limo-green-at-2026-6558289,VinFast Limo Green AT 2026,629 Triệu,22/06/2026,Vinfast Thường Tín,"Số 207 Đ. Quán Gánh, X. Văn Bình, H. Thường Tín Hà Nội",2026,Xe mới,0 Km,SUV,Trắng,7 chỗ,"Vinfast LIMO green màu trắng nội thất đen | Sẵn xe giao ngay, hỗ trợ bank tới 80%, lãi suất ưu đãi",oto_dien
bonbanh.com,https://bonbanh.com/xe-vinfast-vf8-eco-awd-2024-6545843,VinFast VF8 Eco AWD 2024,658 Triệu,22/06/2026,GF Thường Tín,"Số 207 Quán Gánh, Văn Giáp, Thường Tín Hà Nội",2024,Xe đã dùng,9 Km,SUV,Xanh,5 chỗ,"SIÊU PHẨM VF8 ECO 2 CẦU 2024 – MỚI 9KM – Hơn HÀNG TRƯNG BÀY SHOWROOM – HOT NHẤT TOÀN QUỐC! | Bạn đang tìm VF8 mà muốn “ngon hơn bẩy trăm triệu” so với xe mới | ĐÂY! CHÍNH! LÀ! NÓ! | VinFast VF8 Eco – 2 cầu toàn thời gian | Sản xuất năm 2024 | Odo: 9 KM – đúng nghĩa “siêu lướt – chưa kịp lan bánh đã bán” | Xe trưng bày showroom, chưa đăng ký, chưa sử dụng | Đẹp như bước ra từ brochure – nội ngoại thất mới tinh | Vận hành 2 cầu – mạnh – bám đường – an toàn tuyệt đối | HÀNG ĐẸP – HÀNG HIẾM – HÀNG KHÔNG CÓ LẦN 2! | Giá thì… hot nhất toàn quốc, rẻ hơn giá xe mới “tới hơn bẩy trăm”. | Mua là lời, giữ là sang, để mất là tiếc ngẩn ngơ! | Ai đang tìm VF8 2024 mà muốn giá ngon – chất lượng như xe mới thì không có lựa chọn thứ hai. | Gọi ngay – HÀNG PHẢI ĐẶT GIỮ CHÂN – KHÔNG GIỮ LÀ HẾT NGAY TRONG NGÀY!",oto_dien
