id,reasoning,brand,model,imputed_year,imputed_mileage_km,has_aftermarket_mods
234,Brand not in standard list; model not clearly stated; no year or mileage detected; no aftermarket mods.,,,,,False
235,Mentions GR55 model; brand not in standard list; no year or mileage detected; no aftermarket mods.,,GR55,,,False
236,Mentions GR56 model; brand not in standard list; no year or mileage detected; no aftermarket mods.,,GR56,,,False
237,Mentions GR56 model and year 2026; brand not in standard list; no mileage mentioned; no aftermarket mods.,,GR56,2026.0,,False
238,Brand detected: Asama. No explicit year or mileage; no aftermarket mods mentioned.,Asama,,,,False
239,Brand detected: Yadea. No year or mileage mentioned; no mods mentioned.,Yadea,,,,False
240,"Brand not in standard list; model inferred as 'Samurai'. No year, mileage, or mods mentioned.",,Samurai,,,False
241,"Brand not in standard list; model inferred as 'JVC'. No year, mileage, or mods mentioned.",,JVC,,,False
242,"Brand not in standard list; model inferred as 'M133PRO'. No year, mileage, or mods mentioned.",,M133PRO,,,False
243,"Brand: Yadea. Model: i8. Imputed year: null. Imputed mileage (km): null. Has aftermarket mods: false. Description indicates a Yadea i8, used for ~6 months, with no scratches and ongoing warranty.",Yadea,i8,,,False
244,"Brand: null (not specified). Model: null (not specified). Imputed year: null. Imputed mileage: null. Has aftermarket mods: false. Description states new, official product with full functionality and accessories.",,,,,False
245,Brand: null. Model: Martin 107. Imputed year: null. Imputed mileage: null. Has aftermarket mods: false. Description mentions price and smooth running; negotiable.,,Martin 107,,,False
246,Brand: Giant. Model: 133s. Imputed year: null. Imputed mileage: null. Has aftermarket mods: false. Description notes 4 batteries; good condition; stock components.,Giant,133s,,,False
247,Brand: null. Model: ADO A20 Air. Imputed year: null. Imputed mileage: null. Has aftermarket mods: false. Description mentions original box and liquidation.,,ADO A20 Air,,,False
248,No year or mileage mentioned; range 35-40km per charge indicated; no aftermarket mods; Vespa not in allowed brands list; brand=null; model=null.,,,,,False
249,Model appears to be 'V3 946'; brand not specified; range 80-90km per charge; max speed 50km/h; no aftermarket mods; year/mileage not mentioned.,,V3 946,,,False
250,"Describes '5 bình lớn', color white-pink, compact for female; no year/mileage mentioned; no aftermarket mods detected.",,,,,False
251,Like new; battery strong; no year/mileage mentioned; no aftermarket mods; features described but no mileage/year specifics.,,,,,False
252,Draca (brand not in allowed list); red color; no year/mileage mentioned; cable included; no aftermarket mods.,,,,,False
253,Brand not in standard list; model inferred as GR56 from title; no mileage or aftermarket mods.,,GR56,,,False
254,Honda electric bicycle mentioned; no model specified; no mileage or mods.,Honda,,,,False
255,Asama brand present; color Xanh mentioned but not model; no mileage or mods.,Asama,,,,False
256,Yadea brand present; model Ninja inferred from title; describes range 25-30km but not odometer; no mods.,Yadea,Ninja,,,False
257,Brand not in standard list; model inferred as 'DRACA SPORT FUSION 48' from title; no mileage or mods.,,DRACA SPORT FUSION 48,,,False
258,Brand not listed in standard brands. Model inferred as VO from 'Xe điện VO'. No year or mileage mentioned. No aftermarket mods detected.,,VO,,,False
259,Brand not listed (KAZUKI not in standard brands). Model inferred as 'KAZUKI V3'. No year or mileage mentioned. Battery/charger info present but not aftermarket modifications.,,KAZUKI V3,,,False
260,Brand Giant is in the standard list. Model inferred as 'M133 Plus'. No year or mileage mentioned. No aftermarket mods indicated.,Giant,M133 Plus,,,False
261,Brand Yadea is in the standard list. Model not specified. No year or mileage mentioned. No aftermarket mods.,Yadea,,,,False
262,Brand Asama is in the standard list. Model not specified. No year or mileage mentioned. No aftermarket mods.,Asama,,,,False
273,Brand not in standard list; model inferred as Sakura; no year or odometer mileage mentioned; no aftermarket mods.,,Sakura,,,False
274,Brand identified as Yadea; model inferred as Tye 3 Pro; purchase context mentions 2026 but no explicit production year; no odometer mileage.,Yadea,Tye 3 Pro,,,False
275,Year 2025 mentioned in description; brand/model not identifiable from text; set imputed_year to 2025.,,,2025.0,,False
276,No brand or model indicated; range per charge provided (40-45 km) but no odometer mileage.,,,,,False
277,Brand not in standard list; model inferred as Draca; no year or mileage information.,,Draca,,,False
268,No brand/model/year/mileage info found; listing mentions financing options and delivery; aftermarket mods not indicated.,,,,,False
269,Brand not in standard list; model inferred as 'iBike E6'; no year/mileage/mods mentioned.,,iBike E6,,,False
270,Brand not in standard list; model inferred as 'Gicini SK'.,,Gicini SK,,,False
271,Brand mapped to standard 'Pega'; model 'A9'; no year/mileage/mods.,Pega,A9,,,False
272,Brand mapped to standard 'Giant'; model '133Splus Anbico'; year 2026 mentioned; no mileage/mods.,Giant,133Splus Anbico,2026.0,,False
278,Brand identified as Yadea; model inferred as 133; no year or mileage mentioned; no aftermarket mods.,Yadea,133,,,False
279,Model inferred as SKY86; brand not in allowed standard list; no year or mileage mentioned; no aftermarket mods.,,SKY86,,,False
280,Brand Yamaha not in allowed standard brands; brand set to null; no specific model/year/mileage; no aftermarket mods.,,,,,False
281,Brand Yamaha not in allowed standard brands; brand set to null; no specific model/year/mileage; no aftermarket mods.,,,,,False
282,Brand identified as Yadea; model inferred as N9 Neo; no year or mileage mentioned; no aftermarket mods.,Yadea,N9 Neo,,,False
263,Year: null; Mileage: null. Brand not in standard list; model HKD06 identified from title. No aftermarket mods detected.,,HKD06,,,False
264,Brand not in standard list; model inferred as Sonsu from title. No year or mileage mentioned. Battery replacement mentioned (5 months ago) but not an aftermarket modification.,,Sonsu,,,False
265,Brand not in standard list; model inferred from title as G9. No year or mileage mentioned. No aftermarket mods stated.,,G9,,,False
266,Brand not in standard list; model inferred as PAS (Yamaha PAS) from description. No year or mileage mentioned. No aftermarket mods stated.,,PAS,,,False
267,Brand indicated as Yamaha but not in standard list; model not identifiable from description. No year or mileage mentioned. No aftermarket mods.,,,,,False
288,New electric bike indicated as Grant 133 with 100% warranty; no year or mileage information; no aftermarket mods mentioned.,,Grant 133,,,False
289,"Two used electric bikes described; one red with about 15 km range/mileage, the other operational but less smooth; no year or exact mileage data provided; no mods noted.",,,,15.0,False
290,Honda brand mentioned; inner details indicate an inner Japan domestic model; battery is faulty and needs replacement; no mileage or year data.,Honda,,,,False
291,Very generic used e-bike listing with no brand or model specified; price depends on condition.,,,,,False
292,"Kumatsu 133 red model mentioned; brand not listed in allowed mapping, model captured as 'Kumatsu 133'; battery replacement noted but no year or mileage provided.",,Kumatsu 133,,,False
283,Phoenix model; brand not in standard list. Mileage around 30-40 km; no aftermarket mods detected.,,Phoenix,,35.0,False
284,G-force electric bike; mileage about 30 km; no aftermarket mods detected.,,G-force,,30.0,False
285,V1 model mentioned in description; no mileage information; brand unknown.,,V1,,,False
286,Yamaha brand detected; model described as '3 số' (3-speed); mileage not mentioned.,Yamaha,3 số,,,False
287,New 4-battery setup mentioned; no brand/model identified; mileage stated as 50-60 km.,,,,55.0,False
304,Brand Yadea identified from the title; no year/mileage mentioned; no aftermarket mods indicated.,Yadea,,,,False
305,Listed brand Yamaha is not in the allowed standard brands; brand set to null. Mentions new battery but not an explicitly aftermarket modification; no mods indicated.,,,,,False
306,Brand Nijia not in the allowed standard brands; brand set to null. No aftermarket modifications mentioned.,,,,,False
307,Model appears to be '133'; description notes battery replaced and 12-month warranty; no year/mileage mentioned.,,133,,,False
308,Model appears to be 'HM' (hM) from the title; battery replaced; no year/mileage mentioned.,,HM,,,False
299,"Brand: null. Model: V1 Plus Livo Xi. Imputed Year: null. Imputed Mileage Km: null. Has Aftermarket Mods: false. Notes: new e-bike with warranty, includes 5 large batteries and full accessories.",,V1 Plus Livo Xi,,,False
300,Brand: null (Sufat is not in the standard brand list). Model: Sufat. Imputed Year: null. Imputed Mileage Km: null. Has Aftermarket Mods: false. Notes: nguyên zin (stock) and suitable for students.,,Sufat,,,False
