Ngày đăng,Tên xe,Tên người bán,Địa chỉ,Năm sản xuất,Tình trạng,Số Km đã đi,Xuất xứ,Kiểu dáng,Màu ngoại thất,Số chỗ ngồi,Số cửa,Mô tả,Link,Website,vehicle_type,Giá_VND,brand,car_model,battery_status,is_accident_free,has_aftermarket_mods
2026-02-28,Xe VinFast VF6 Plus 2026,Thịnh Phát,"68 Lê Văn Lương, Phường Thanh Xuân, TP Hà Nội Hà Nội",2026.0,Mới,0.0,Lắp ráp trong nước,SUV,Đen,5 chỗ,5 cửa,"Vinfast VF6 - giao NGAY - BÁN TOÀN QUỐC | + Tặng sạc miễn phí lên đến 3 năm | + Miễn 100% lệ phí trước bạ | + Cam Kết Hỗ Trợ Dịch Vụ Chất Lượng Sau Bán Hàng | —- | + Giảm 6% Giá Bán | + Giảm Thêm 5% Tri Ân Công an & Bộ đội | + Quà Tặng của đại lý | + Chương Trình “ Mua Xe 0 Đồng “ Dành Riêng Cho VF6 | + Tặng Quà Tết 2026 | —————————— | HỖ TRỢ THU HỒI BIỂN ĐỊNH DANH - MUA LẠI XE CŨ GIÁ CAO | - Hỗ trợ Bank lên đến 80%- 85% - 90% giá trị xe! Chỉ cần 10% Tổng giá trị xe !!!! | - Hỗ trợ giao xe tận nhà! | - Hỗ trợ đăng ký, đăng kiểm! | - Hỗ trợ khách hàng không có hộ khẩu Hà Nội nhưng đăng kí xe được biển Hà Nội! | + Cam kết giá xe tốt nhất và khuyến mại nhiều nhất thị trường.",https://bonbanh.com/xe-vinfast-vf6-plus-2026-6685477,bonbanh.com,oto_dien,679000000.0,VinFast,VF6 Plus,Không rõ,True,False
2026-02-28,Xe VinFast VF5 Plus 2025,Nguyen Duy Anh,"533 Tam Trinh, Hoàng Mai, Hà Nội Hà Nội",2025.0,Đã qua sử dụng,36000.0,Lắp ráp trong nước,SUV,Vàng,5 chỗ,5 cửa,"Vinfast VF5 bản Plus, mua pin, sản xuất 2025, xe sạc free đến 6.2027 | Xe đi ~ 36.000 km, sơn zin còn nhiều, xe có BHTV, mua thêm 1 lốp dự phòng, bệ tì tay...vvv | Cam kết máy móc, hộp số nguyên zin, không tai nạn, thuỷ kích bằng văn bản",https://bonbanh.com/xe-vinfast-vf5-plus-2025-6590258,bonbanh.com,oto_dien,415000000.0,VinFast,VF5 Plus,Mua pin,True,False
2026-02-28,Xe VinFast VF7 Eco 2025,Vinfast Ocean Park,"Tầng 1 TTTM Vincom Ocean Park, Kiêu Kỵ, Gia Lâm Hà Nội",2025.0,Mới,0.0,Lắp ráp trong nước,SUV,Trắng,5 chỗ,5 cửa,"Chính sách ưu đãi dành cho Khách hàng VF7 như sau: | - Miễn phí 100% phí trước bạ | - Gói quà tặng 25 triệu đồng | - Hỗ trợ vay 80% | - Hỗ trợ thủ tục đăng ký xe | - Xe có thiết kế rộng rãi với kích thước chiều dài 4.545mm, rộng 1.890mm, cao 1.635,75mm; chiều dài cơ sở 2.840 mm và khoảng sáng gầm xe 190 mm. | - Trang bị: cụm đèn trước mang dấu ấn VinFast với hiệu ứng LED độc đáo càng làm nổi bật phong cách mạnh mẽ và hiện đại, Màn hình cảm ứng 12,9 Inch, vô lăng D-Cut thể thao tích hợp các phím chức năng, 8 túi khí cùng đầy đủ các hệ thống an toàn c",https://bonbanh.com/xe-vinfast-vf7-eco-2025-5932002,bonbanh.com,oto_dien,719000000.0,Khác,VF7 Eco,Không rõ,True,False
2026-02-28,Xe VinFast Limo Green AT 2025,Anh Tú,"Tttm Vincom Ocean Park, Kiêu Kỵ, Gia Lâm Hà Nội Xem gian hàng  ⇨",2025.0,Mới,0.0,Lắp ráp trong nước,SUV,Bạc,7 chỗ,5 cửa,"VinFast Limo Green - Khuyến Mãi Cực Hot Trong Tháng | - Sẵn xe giao ngay | - Nhận ngay giảm 4% vào giá xe | - Thuế trước bạ 0% | - Ưu đãi tặng Bảo hiểm thân vỏ, tiền mặt trực tiếp giá xe. | - Hỗ trợ vay 90% giá trị xe ưu đãi lãi suất hỗ trợ giảm 3% chỉ với 90 triệu có xe để vận doanh. | - Miễn phí sạc 30/06/2027. | - Hỗ trợ ra biển vàng và thủ tục FLP, các ứng dụng khác đơn giản. | - Ưu đãi Giảm 15 triệu khi chuyển đổi xe xăng sang xe điện. | Không gian rộng rãi, tăng kết nối cả gia đình với thiết kế 7 chỗ, có thể gập hàng ghế 2 và 3 phù hợp cho những chuyến đi xa hay hành trình hằng ngày. | Quãng đường di chuyển hơn 400km sau mỗi lần sạc, sẵn sàng chinh phục mọi hành trình | Hiệu suất vượt trội với công suất tối đa 150 kW/280 Nm, mang lại trải nghiệm lái êm ái và đầy phấn khích.",https://bonbanh.com/xe-vinfast-limo-green-at-2025-6652386,bonbanh.com,oto_dien,690000000.0,VinFast,Limo Green,Thuê pin,True,True
2026-02-28,Xe VinFast VF5 Plus 2025,Anh Em,"Số 1 Nguyễn Văn Huyên, Cầu Giấy Hà Nội",2025.0,Đã qua sử dụng,10800.0,Lắp ráp trong nước,SUV,Xám,5 chỗ,5 cửa,E bán vinfat vf5 plus sản xuất 2025 mua pin đi 10800 km sơn zin cả xe,https://bonbanh.com/xe-vinfast-vf5-plus-2025-6648597,bonbanh.com,oto_dien,435000000.0,VinFast,VF5 Plus,Mua pin,True,False
2026-02-28,Xe VinFast VF8 Plus AWD 2023,GF An Sương,"Số 2450 Ql 1a, Khu Z735, P. Trung Mỹ Tây TP HCM",2023.0,Đã qua sử dụng,12000.0,Lắp ráp trong nước,SUV,Đen,5 chỗ,5 cửa,"Đại lý xe đã qua sử dụng | VF8 Plus bản Full 2 cầu AWD, trần kính, rèm điện, full Adas | Pin CATL, 402 Mã Lực, Quảng đường di chuyển 580km/100% pin. | Hỗ trợ vay đến 90% giá trị xe, đưa trước 100tr nhận xe! | Xe đã được kiểm tra 139 hạng mục, cam kết không đâm đụng, ngập nước! | Miễn phí sạc đến tháng 06/2027, bảo hành 10 năm hoặc 200.000km. | Liên hệ ngay để nhận thêm nhiều ưu đãi!",https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6584455,bonbanh.com,oto_dien,714000000.0,Khác,VF8 Plus AWD,Mua pin,True,False
2026-02-28,Xe VinFast VF6 Plus 2026,Vinfast Times City,"Tầng B1, TTTM Vincom Times City - 458 Minh Khai, Vĩnh Tuy, Hai Bà Trưng Hà Nội",2026.0,Mới,0.0,Lắp ráp trong nước,SUV,Trắng,5 chỗ,5 cửa,"VinFast VF6 Plus 2026 sở hữu vẻ ngoài khá bắt mắt với những đường nét vuông vắn, cá tính. Lưới tản nhiệt phía trước được thiết kế tinh tế, vuốt dài về phía sau tạo cảm giác thể thao. Đèn pha LED sắc sảo và la-zăng hợp kim 16 inch mang tới diện mạo hiện đại, năng động cho xe. Bên trong cabin, không gian nội thất rộng rãi, thoải mái so với kích thước tổng thể nhỏ gọn của xe. | ✓ Công suất tối đa 150kW = 201hp | ✓ Quãng đường đi được 400km | ✓ Hỗ trợ lái tự động Level 2 ( nâng cấp mới) | ✓ Tính năng an toàn đầy đủ: ABS, EBD, BA, ESC, TCS, HSA, ROM, ESS, dTPMS….. | Quý khách vui lòng liên hệ Vinfast - Times City để được tư vấn và nhận giá ưu đãi tốt nhất tháng!",https://bonbanh.com/xe-vinfast-vf6-plus-2026-6544953,bonbanh.com,oto_dien,719000000.0,VinFast,VF6 Plus,Không rõ,True,True
2026-02-28,Xe VinFast VF9 Eco 2026,Vinfast Times City,"Tầng B1, TTTM Vincom Times City - 458 Minh Khai, Vĩnh Tuy, Hai Bà Trưng Hà Nội",2026.0,Mới,0.0,Lắp ráp trong nước,SUV,Đen,6 chỗ,5 cửa,"VinFast VF9 Eco 2026 | Kích thước tổng thể (DxRxC) (mm): 4.750 x 1.934 x 1.667 | Chiều dài cơ sở (mm): 2.950 | Trang bị: | -Bộ mâm 5 chấu kép kích thước 19 inch bọc trong bộ lốp Pirelli 255/40R19 | -Tay nắm cửa đồng màu thân xe | -Gương chiếu hậu tích hợp sấy và camera | -Các thông tin về xe sẽ được hiển thị trên kính lái HUD như: tốc độ, dung lượng pin | -Điều hòa tự động 2 vùng với cửa gió điều hòa cho hàng ghế sau. | Quý khách vui lòng liên hệ Vinfast - Times City để được tư vấn và nhận giá ưu đãi tốt nhất tháng!",https://bonbanh.com/xe-vinfast-vf9-eco-2026-6545026,bonbanh.com,oto_dien,1127000000.0,Khác,Khác,Không rõ,True,True
2026-02-28,Xe VinFast VF8 Eco AWD 2022,GF Thường Tín,"Số 207 Quán Gánh, Văn Giáp, Thường Tín Hà Nội",2022.0,Đã qua sử dụng,60000.0,Lắp ráp trong nước,SUV,Trắng,5 chỗ,5 cửa,"BÁN GẤP – GIÁ SỐC KHÔNG TƯỞNG (đã áp các loại km) | VINFAST VF8 ECO 2022 – CHẠY 6 VẠN KM – ĐẸP KHÔNG TÌ VẾT! | Anh em nào đang tìm xe điện ngon – bổ – rẻ thì đừng lướt qua, phí cả cơ hội vàng! | VF8 bản Eco – SX 2022 | Đi chuẩn 6 vạn km – máy êm, pin ổn định | Nội thất đen sang trọng, giữ gìn như mới | Ngoại hình đẹp xuất sắc, không một điểm chê | Lên đời xe điện mới nên bán – xe gia đình dùng kỹ, nói không với đâm đụng – ngập nước | Giá để anh em hốt nhanh – rẻ nhất thị trường | Ai xem là chốt, ai thử là mê! | Liên hệ ngay kẻo mất món ngon! | Xe đẹp – giá tốt – không mua là tiếc cả năm!",https://bonbanh.com/xe-vinfast-vf8-eco-awd-2022-6542419,bonbanh.com,oto_dien,548000000.0,VinFast,VF8 Eco,Không rõ,False,True
2026-02-28,Xe VinFast VF5 Plus 2026,Vinfast Times City,"Tầng B1, TTTM Vincom Times City - 458 Minh Khai, Vĩnh Tuy, Hai Bà Trưng Hà Nội",2026.0,Mới,0.0,Lắp ráp trong nước,SUV,Trắng,5 chỗ,5 cửa,"VinFast VF 5 Plus | Sở hữu ngoại hình nhỏ gọn với kích thước 3.965 x 1.720 x 1.580 mm, trọng lượng không tải 1.360 kg.Pin VF 5 Plus có dung lượng khả dụng 37.23 , cho phép xe di chuyển được khoảng hơn 300 km sau 1 lần sạc đầy – theo tiêu chuẩn NEDC. Được trang bị động cơ điện công suất tối đa 100kW tương đương 134 Hp, mô men xoắn cực đại 135Nm, VF 5 Plus có khả năng tăng tốc từ 0 – 100km/h trong vòng 12s. | Quý khách vui lòng liên hệ Vinfast - Times City để được tư vấn và nhận giá ưu đãi tốt nhất tháng!",https://bonbanh.com/xe-vinfast-vf5-plus-2026-6544914,bonbanh.com,oto_dien,455000000.0,Khác,VF5 Plus,Mua pin,True,False
2026-02-28,Xe VinFast Limo Green 2026,Trịnh Quang Hưng,Mỹ Đình Hà Nội,2026.0,Mới,0.0,Lắp ráp trong nước,SUV,Trắng,7 chỗ,0 cửa,"+ Mình đang có sẵn xe Vinfast Limo Green 7 chỗ màu trắng giao ngay. Đăng ký xe trong ngày!. | --- | + ANH EM MUA XE BÊN MÌNH ĐƯỢC HƯỞNG THÊM CHÍNH SÁCH RIÊNG | - Hỗ trợ ra biển vàng, miễn phí tem phù hiệu và định vị. | - Bảo hành pin 8 năm ko giới hạn Km | --- | + GIAO XE TOÀN QUỐC | - Trả góp lãi xuất ưu đãi. Tài chính 90 triệu là đã có xe để vận doanh. | - Gọi ngay cho tôi để được giá tốt nhất!",https://bonbanh.com/xe-vinfast-limo-green--2026-6684549,bonbanh.com,oto_dien,704000000.0,VinFast,Limo Green,Thuê pin,True,True
2026-02-28,Xe VinFast VF6 Plus 2024,Nguyễn Hữu Hoàn,Cầu Giấy Hà Nội,2024.0,Đã qua sử dụng,30000.0,Lắp ráp trong nước,SUV,Xám,5 chỗ,5 cửa,"Em cần bán chiếc xe Vinfast VF6 Plus bản mua pin sx 2024. Xe tư nhân chính chủ 1 chủ từ mới biển Hà Nội. ODO 3vạn km. Xe đã lên cốp điện và rất nhiều đồ chơi. | Xe cam kết ko đâm đụng, không ngập nước, check test toàn quốc. | Giá hợp lý lắm ạ. Các bác có nhu cầu liên hệ cho em qua zl/sđt !!! | Xin cảm ơn.",https://bonbanh.com/xe-vinfast-vf6-plus-2024-6674487,bonbanh.com,oto_dien,595000000.0,VinFast,VF6 Plus,Mua pin,True,True
2026-02-28,Xe VinFast VF8 Plus AWD 2023,GF Green Future 269,"79 Nguyễn Văn Cừ, Long Biên Hà Nội",2023.0,Đã qua sử dụng,35000.0,Lắp ráp trong nước,SUV,Xám,5 chỗ,5 cửa,"VinFast VF8 Plus Pin CATL sx 2023 - Đổi xe xăng sang xe điện giảm trực tiếp tiền măt lên đến 70tr | => TẶNG 20 TRIỆU TIỀN MẶT và 1 Năm Bảo Hiểm Thân Vỏ | Xe màu xanh rêu, nội thất đen | - Odo: 35.000km | - Dài x Rộng x Cao: 4750 x 1934 x 1667 (mm) | - Chiều dài cơ sở: 2950 (mm) | - Công suất tối đa: 300 kW (tương đương 402 mã lực) | - Mô-men xoắn cực đại: 620 Nm | - Hệ dẫn động: 2 cầu toàn thời gian (AWD) | - Dung lượng pin: 87.7 kWh | - Quãng đường di chuyển: 457km (tiêu chuẩn WLTP) | Xe đã được kiểm tra đạt đủ tiêu chuẩn của nhà máy | Cam kết xe không lỗi, bảo hành dài hạn | Hỗ trợ trả góp lãi suất ưu đãi | Liên hệ để biết thêm thông tin!",https://bonbanh.com/xe-vinfast-vf8-plus-awd-2023-6616098,bonbanh.com,oto_dien,770000000.0,Khác,VF8 Plus AWD,Mua pin,True,True
2026-02-28,Xe VinFast VF7 S 2024,Biển Đông Auto Hà Nội,238 Cự Khối Long Biên Hà Nội Hà Nội,2024.0,Đã qua sử dụng,12000.0,Lắp ráp trong nước,SUV,-,5 chỗ,5 cửa,Xe đang về. | VF7 Eco sx 2024 odo hơn 1v km mua đứt Pin miễn sạc hết 2028 | Phiên bản được biệt limited có Adas ... | Xe lên thảm 6D siêu xịn xò dán fim cách nhiệt cao cấp | Bao check mọi nơi theo yêu cầu | Hỗ trợ bank cho quý khách hàng.,https://bonbanh.com/xe-vinfast-vf7-s-2024-6685405,bonbanh.com,oto_dien,650000000.0,VinFast,VF7 S,Mua pin,True,True
2026-02-28,Xe VinFast VF8 Eco AWD 2023,Đức Lộc,"Xuân Phương, Nam Từ Liêm Hà Nội",2023.0,Đã qua sử dụng,12000.0,Lắp ráp trong nước,SUV,Bạc,5 chỗ,5 cửa,"Ưu đãi giám giá 120 triệu + bảo hiểm thân vỏ | • Giảm 70 triệu khi đổi xăng sang điện | • Tặng 50 triệu tiền mặt | • Tậng 1 năm bảo hiểm thân vỏ | Xe đẹp, kiểm định 139 bước VinFast | Cam kết bằng văn bản: | • Không đâm đụng, không ngập nước | • Không bổ máy, không cẩu máy | • Hồ sơ chuẩn – sang tên ngay | • Không phạt nguội | Quyền lợi khi mua xe: | • Bảo hành hãng 10 năm | • Miễn phí định giá – kiểm tra tổng thể xe | • Miễn phí bảo dưỡng cơ bản & thay dầu | • Tư vấn đổi xe – nâng đời | • Hỗ trợ trả góp, kể cả nợ xấu | Liên hệ ngay để xem xe & chốt giá tốt!",https://bonbanh.com/xe-vinfast-vf8-eco-awd-2023-6556248,bonbanh.com,oto_dien,580000000.0,Khác,VF8 Eco AWD,Không rõ,True,False
2026-02-28,Xe Mercedes Benz EQS 450 Plus 2023,H3T Auto,"Số 3 - 5 Nguyễn Văn Linh, Long Biên Hà Nội",2023.0,Đã qua sử dụng,4000.0,Nhập khẩu,Sedan,Đỏ,5 chỗ,4 cửa,"️Thêm 1 chiếc sedan thuần điện nhà Mercedes Benz. + ̵ ̃ ́ ̣̆ ̣ | Ngoại thất Đỏ, nội thất Đen | Odo: 4000 km | Sản xuất 2023. Còn bảo hành dài | EQS 450+ có công suất lên đến 329 mã lực và mô-men xoắn cực đại 569 Nmó thể di chuyển tối đa hơn 700 km. đèn Digital, khoang lái ngập tràn da, gỗ, loa Bumester. Tiện nghi đầy đủ với 6 màn hình, điều hoà 4 vùng, ghế full làm mát/sưởi/mát xa nhiều chế độ... | ́ ̀ ́ ̣ : . ̉ | Tặng ngay gói chăm sóc xe và phủ Ceramic cao cấp của #H3T_CARE | H3T cam kết xe không đâm đụng, không ngập nước, km chuẩn. | Ngân hàng hỗ trợ cao | …………………………………………………………………… | #H3T_AUTO_ĐỉnhCaoXeLướt #mercedesbenz #eqs450plus",https://bonbanh.com/xe-mercedes_benz-eqs-450-plus-2023-6680604,bonbanh.com,oto_dien,2919000000.0,Mercedes Benz,EQS 450 Plus,Không rõ,True,True
2026-02-28,Xe VinFast EC Van AT 2026,Vinfast Times City,"Tầng B1, TTTM Vincom Times City - 458 Minh Khai, Vĩnh Tuy, Hai Bà Trưng Hà Nội",2026.0,Mới,0.0,Lắp ráp trong nước,Van/Minivan,Xanh,2 chỗ,3 cửa,"THÔNG SỐ KỸ THUẬT CƠ BẢN Ô TÔ VAN VINFAST EC VAN | Số chỗ ngồi: 02 chỗ | Dẫn động: RWD/Cầu sau | Kích thước tổng thể (Dài x Rộng x Cao): 3.767 x 1.680 x 1.790mm | Chiều dài cơ sở: 2.520 mm | Khoảng sáng gầm xe không tải: 165 mm | Bán kính quay vòng: 5,1 m | Dung tích khoang hành lý: 2,6 m3 | Tải trọng dự kiến: trên 600 kg | Công suất tối đa động cơ: 30 kW | Mô men xoắn cực đại: 110 Nm | Quãng đường di chuyển (NEDC): 150 km/sạc đầy | Dung lượng pin khả dụng: 17 kWh | Công suất sạc nhanh DC tối đa: 19,4 kW | Thời gian nạp pin nhanh nhất: 42 phút (10% – 70%) | Kích thước lốp: 175/80 R14",https://bonbanh.com/xe-vinfast-ec-van-at-2026-6560577,bonbanh.com,oto_dien,273000000.0,Khác,EC Van,Mua pin,True,False
2026-02-28,Xe VinFast Limo Green AT 2025,Vinfast Ocean Park,"Tầng 1 TTTM Vincom Ocean Park, Kiêu Kỵ, Gia Lâm Hà Nội",2025.0,Mới,0.0,Lắp ráp trong nước,SUV,Trắng,7 chỗ,5 cửa,"VinFast Limo Green - Khuyến Mãi Cực Hot Trong Tháng | - Sẵn xe giao ngay | - Nhận ngay giảm 4% vào giá xe | - Thuế trước bạ 0% | - Ưu đãi tặng Bảo hiểm thân vỏ, tiền mặt trực tiếp giá xe. | - Hỗ trợ vay 90% giá trị xe ưu đãi lãi suất hỗ trợ giảm 3% chỉ với 90 triệu có xe để vận doanh. | - Miễn phí sạc 30/06/2027. | - Hỗ trợ ra biển vàng và thủ tục FLP, các ứng dụng khác đơn giản. | - Ưu đãi Giảm 15 triệu khi chuyển đổi xe xăng sang xe điện. | Dài x Rộng x Cao: 4.730 x 1.870 x 1.690 (mm) | Chiều dài cơ sở: 2.840 mm. | Khoảng sáng gầm xe không tải: 170 mm. | Số chỗ ngồi: 7 chỗ | Hệ dẫn động: FWD/ Cầu trước.",https://bonbanh.com/xe-vinfast-limo-green-at-2025-6510861,bonbanh.com,oto_dien,690000000.0,VinFast,Limo Green,Không rõ,True,False
2026-02-28,Xe Ford Mustang Mach-E Premium AWD 2025,Tân Thuận Ford,"Lô DVTM 08 - 11, Đường số 7, KCX Tân Thuận, P.Tân Thuận Đông, Quận 7, TP HCM",2025.0,Mới,0.0,Nhập khẩu,SUV,Đỏ,5 chỗ,5 cửa,"Ford Mustang Mach-E Premium AWD | FORD MUSTANG MACH-E là sự kết hợp hoàn hảo giữa thiết kế biểu tượng, phong cách thể thao, mạnh mẽ cùng hiệu suất vượt trội và công nghệ xe điện tiên tiến mang tới sự tự do, phấn khích trên mỗi cung đường. | - Quãng đường di chuyển 1 lần sạc: 550km | - Dung lượng pin khả dụng: 88 kWh | - Mức tiêu thụ năng lượng: 193 Wh/km | - Động dơ điện kép | - Công suất/Mô men xoắn cực đại: 395PS/676Nm | - Cần số điện tử | - Chế độ lái 1 bàn đạp | - Kich thước : 4728x1881x1627mm | - Khoảng sáng gầm xe: 158mm | - Chiều dài cơ sở: 2984mm | - Phanh Prembo hiệu năng cao | - Phanh tay điện tử | - Cỡ lốp: 225/55R19 | ..",https://bonbanh.com/xe-ford-mustang-mach-e-premium-awd-2025-6477801,bonbanh.com,oto_dien,2499000000.0,Ford,Mustang Mach-E,Mua pin,True,False
2026-02-28,Xe Mercedes Benz EQS 580 4Matic 2023,H3T Auto,"Số 3 - 5 Nguyễn Văn Linh, Long Biên Hà Nội",2023.0,Đã qua sử dụng,31000.0,Nhập khẩu,Sedan,Đen,5 chỗ,4 cửa,"Ngoại thất Đen, nội thất Đen | Odo: 31 ngàn km | Sản xuất 2023. Còn bảo hành dài | EQS580 có chiều dài cơ sở lên tới 3,2m. 2 động cơ điện ở trước và sau tạo nên 4matic ưu việt đi kèm đánh lái trục sau, đèn Digital, khoang lái ngập tràn da, gỗ, loa Bumester. Tiện nghi đầy đủ với 6 màn hình, điều hoà 4 vùng, ghế full làm mát/sưởi/mát xa nhiều chế độ. Quãng đường di chuyển là hơn 600km, công suất máy 385kW và 855Nm không có gì để chê | Tặng ngay gói chăm sóc xe và phủ Ceramic cao cấp của #H3T_CARE | H3T cam kết xe không đâm đụng, không ngập nước, km chuẩn. | Ngân hàng hỗ trợ cao | Giá chào bán tại H3T tiết kiệm ~gần 2,8 tỷ đồng so với giá khi ra mắt | …………………………………………………………………… | #H3T_AUTO_ĐỉnhCaoXeLướt",https://bonbanh.com/xe-mercedes_benz-eqs-580-4matic-2023-6550082,bonbanh.com,oto_dien,3179000000.0,Mercedes-Benz,EQS 580 4Matic,Không rõ,True,True
